set_num,name,num_parts
70624-1,Vermillion Invader,304
70625-1,Samurai VXL,414
70626-1,Dawn of Iron Doom,680
70627-1,Dragon's Forge,1118
706-3,12V Rail Contact Wire with Transformer Connector with Cap,1
706-4,Crane Grab Assembly,3
7065-1,Alien Mothership,415
7066-1,Earth Defense HQ,877
7067-1,Jet-Copter Encounter,373
70700-1,Space Swarmer,86
7070-1,Catapult Raft,23
70701-1,Swarm Interceptor,217
70702-1,Warp Stinger,307
70703-1,Star Slicer,311
70704-1,Vermin Vaporizer,504
70705-1,Bug Obliterator,709
70706-1,Crater Creeper,172
70707-1,CLS-89 Eradicator Mech,439
70708-1,Hive Crawler,558
70709-1,Galactic Titan,1010
707-1,Tile Brick Assortment,50
7071-1,Treasure Island,30
70720-1,Hover Hunter,79
7072-1,Captain Kragg's Pirate Boat,41
70721-1,Kai Fighter,195
70722-1,OverBorg Attack,208
70723-1,Thunder Raider,333
70724-1,NinjaCopter,514
70725-1,Nindroid MechDragon,689
70726-1,Destructoid,252
70727-1,X-1 Ninja Charger,425
70728-1,Battle for Ninjago City,1216
70730-1,Chain Cycle Ambush,298
7073-1,Pirate Dock,63
70731-1,Jay Walker One,385
70732-1,City of Stiix,1067
70733-1,Blaster Bike,211
70734-1,Master Wu Dragon,575
70735-1,Ronin R.E.X.,545
70736-1,Attack of the Morro Dragon,655
70737-1,Titan Mech Battle,749
70738-1,Final Flight of Destiny’s Bounty,1256
70739-1,Airjitzu Kai Flyer,47
70740-1,Airjitzu Jay Flyer,46
7074-1,Skull Island,81
70741-1,Airjitzu Cole Flyer,46
70742-1,Airjitzu Zane Flyer,43
70743-1,Airjitzu Morro Flyer,47
70744-1,Airjitzu Wrayth Flyer,43
70745-1,Anacondrai Crusher,218
70746-1,Condrai Copter Attack,310
70747-1,Boulder Blaster,234
70748-1,Titanium Dragon,360
70749-1,Enter the Serpent,527
70750-1,Ninja DB X,754
7075-1,Captain Redbeard's Pirate Ship,139
70751-1,Temple of Airjitzu,2028
7075-2,Captain Redbeard's Pirate Ship - Limited Edition with Motor,2
70752-1,Jungle Trap,58
70753-1,Lava Falls,94
70754-1,Jay's Electromech,152
70755-1,Jungle Raider,187
70756-1,Dojo Showdown,214
70778-1,Protector of Jungle,70
70779-1,Protector of Stone,73
70780-1,Protector of Water,71
7078-1,King's Battle Chariot,103
70781-1,Protector of Earth,66
70782-1,Protector of Ice,68
70783-1,Protector of Fire,69
70784-1,Lewa - Master of Jungle,85
70785-1,Pohatu - Master of Stone,66
70786-1,Gali - Master of Water,87
70787-1,Tahu - Master of Fire,89
70788-1,Kopaka - Master of Ice,96
70789-1,Onua - Master of Earth,107
70790-1,Lord of Skull Spiders,145
7079-1,Drawbridge Defense,337
70791-1,Skull Warrior,99
70792-1,Skull Slicer,71
70793-1,Skull Basher,72
70794-1,Skull Scorpio,107
70795-1,Mask Maker vs. Skull Grinder,165
70800-1,Escape Glider,103
7080-1,Scurvy Dog and Crocodile,7
70801-1,Melting Room,122
70802-1,Bad Cop's Pursuit,313
70803-1,Cloud Cuckoo Palace,197
70804-1,Ice Cream Machine,343
70805-1,Trash Chomper,388
70806-1,Castle Cavalry,423
70807-1,Metal Beard's Duel,411
70808-1,Super Cycle Chase,513
70809-1,Lord Business’ Hideout,736
708-1,12V Extension Cord Pack,3
70810-1,MetalBeard’s Sea Cow,2741
7081-1,Harry Hardtack and Monkey,10
70811-1,The Flying Flusher,350
70812-1,Creative Ambush,473
70813-1,Rescue Reinforcements,857
70814-1,Emmet’s Constructo-Mech,705
70815-1,Super Secret Police Dropship,852
70816-1,"Benny’s Spaceship, Spaceship, SPACESHIP!",933
70817-1,Batman & Super Angry Kitty Attack,115
70818-1,Double-Decker Couch,197
70819-1,Bad Cop Car Chase,291
7082-1,Cannonball Jimmy and Shark,7
708-3,Angle Brick / Landing Frame,8
70900-1,The Joker Balloon Escape,123
7090-1,Crossbow Attack,54
70901-1,Mr. Freeze Ice Attack,195
70902-1,Catwoman Catcycle Chase,138
70903-1,The Riddler Riddle Racer,253
70904,Clayface Splat Attack,0
70904-1,"Clayface"" Splat Attack",448
70905-1,The Batmobile,580
70906,LEGO® Batman Movie - The Joker™ Notorious Lowrider,0
70906-1,"The Joker"" Notorious Lowrider",431
70907-1,Killer Croc Tail-Gator,459
70908-1,The Scuttler,774
70909-1,Batcave Break-in,1042
709-1,Police Boat,48
70910-1,"Scarecrow"" Special Delivery",203
7091-1,Knights' Catapult Defense,123
70911-1,The Penguin™ Arctic Roller,304
70912-1,Arkham Asylum,1621
70913-1,"Scarecrow"" Fearful Face-off",140
70914-1,"Bane"" Toxic Truck Attack",365
70915-1,"Two-Face"" Double Demolition",563
70916-1,The Batwing,1052
709-2,Axle Assortment,36
7092-1,Skeletons' Prison Carriage,193
7093-1,Skeleton Tower,401
7094-1,King's Castle Siege,921
7097-1,Trolls' Mountain Fortress,843
7099-1,Accessory Motor for Boats,1
71000-0,Minifigure Series 9 [Random Bag],0
71000-1,Waiter - Complete Set,7
71000-10,Judge - Complete Set,7
71000-11,Alien Avenger - Complete Set,7
71000-12,Mermaid - Complete Set,6
71000-13,Battle Mech - Complete Set,6
71000-14,Mr. Good and Evil - Complete Set,6
71000-15,Forest Maiden - Complete Set,7
71000-16,Plumber - Complete Set,6
71000-17,Minifigures Series 9 - Complete,16
71000-18,Minifigure Series 9 (Box of 60),60
71000-2,Cyclops - Complete Set,6
71000-3,Hollywood Starlet - Complete Set,6
71000-4,Heroic Knight - Complete Set,10
71000-5,Roman Emperor - Complete Set,6
71000-6,Policeman - Complete Set,7
71000-7,Chicken Suit Guy - Complete Set,5
71000-8,Roller Derby Girl - Complete Set,7
71000-9,Fortune Teller - Complete Set,7
7100-1,Samsonite Large Educational Set,0
71001-0,Minifigure Series 10 [Random Bag],0
71001-1,Librarian - Complete Set,7
71001-10,Sea Captain - Complete Set,7
71001-11,Sad Clown - Complete Set,6
71001-12,Revolutionary Soldier - Complete Set,6
71001-13,Baseball Fielder - Complete Set,5
71001-14,Trendsetter - Complete Set,7
71001-15,Painter - Complete Set,9
71001-16,Motorcycle Mechanic - Complete Set,6
71001-17,Minifigures Series 10 - Complete (except Mr. Gold),16
71001-18,Minifigure Series 10 (Box of 60),60
71001-19,Mr. Gold - Complete Set,5
71001-2,Medusa - Complete Set,5
71001-3,Roman Commander - Complete Set,8
71001-4,Warrior Woman - Complete Set,7
71001-5,Tomahawk Warrior - Complete Set,6
71001-6,Skydiver - Complete Set,6
71001-7,Bumblebee Girl - Complete Set,7
71001-8,Grandpa - Complete Set,7
71001-9,Paintball Player - Complete Set,7
71002-0,Minifigure Series 11 [Random Bag],0
71002-1,Barbarian - Complete Set,7
71002-10,Welder - Complete Set,7
71002-11,Scientist - Complete Set,7
71002-12,Saxophone Player - Complete Set,6
71002-13,Diner Waitress - Complete Set,10
71002-14,Grandma - Complete Set,7
71002-15,Constable - Complete Set,6
71002-16,Lady Robot - Complete Set,6
71002-17,LEGO Collectable Minifigures Series 11 - Complete,16
71002-18,Minifigure Series 11 (Box of 60),60
71002-2,Scarecrow - Complete Set,7
71002-3,Pretzel Girl - Complete Set,7
71002-4,Evil Mech - Complete Set,8
71002-5,Island Warrior - Complete set,8
71002-6,Gingerbread Man - Complete Set,5
71002-7,Holiday Elf - Complete Set,8
71002-8,Yeti - Complete Set,5
71002-9,Mountain Climber - Complete Set,7
71004-0,LEGO Minifigures - The LEGO Movie Series [Random Bag],0
71004-1,Calamity Drone,7
71004-10,Larry the Barista,6
71004-11,Velma Staplebot,6
71004-12,Taco Tuesday Man,10
71004-13,'Where Are My Pants?' Guy,6
71004-14,Wiley Fusebot,8
71004-15,Panda Guy,6
71004-16,Marsha Queen of the Mermaids,7
71004-17,LEGO Minifigures - The LEGO Movie Series - Complete,16
71004-18,LEGO Minifigures - The LEGO Movie Series - Sealed Box,60
71004-2,President Business - Complete Set,6
71004-3,Hard Hat Emmet,6
71004-4,Wild West Wyldstyle,6
71004-5,Abraham Lincoln,6
71004-6,Mrs Scratchen-Post,6
71004-7,Scribble-Face Bad Cop,7
71004-8,William Shakespeare,7
71004-9,Gail the Construction Worker,6
71005-0,LEGO Minifigures - The Simpsons Series [Random Bag],0
71005-1,Homer Simpson,6
71005-10,Ralph Wiggum,5
71005-11,Apu Nahasapeemapetilon,5
71005-12,Nelson Muntz,5
71005-13,Itchy,5
71005-14,Scratchy,6
71005-15,Chief Wiggum,6
71005-16,Mr. Burns,6
71005-17,LEGO Minifigures - The Simpsons Series - Complete,16
71005-18,LEGO Minifigures - The Simpsons Series - Sealed Box,60
71005-2,Bart Simpson,7
71005-3,Marge Simpson,7
71005-4,Lisa Simpson,6
71005-5,Maggie Simpson,4
71005-6,Grampa Simpson,5
71005-7,Ned Flanders,6
71005-8,Krusty the Clown,5
71005-9,Milhouse Van Houten,5
71006-1,The Simpsons House,2530
71007-0,LEGO Minifigures Series 12 [Random Bag],0
71007-1,Wizard,11
71007-10,Dino Tracker,7
71007-11,Pizza Delivery Man,7
71007-12,Rock Star,6
71007-13,Swashbuckler,7
71007-14,Piggy Guy,6
71007-15,Genie Girl,6
71007-16,Spooky Girl,7
71007-17,LEGO Minifigures Series 12 - Complete,16
71007-18,LEGO Minifigures Series 12 - Sealed Box,60
71007-2,Hun Warrior,10
71007-3,Fairytale Princess,6
71007-4,Video Game Guy,6
71007-5,Battle Goddess,9
71007-6,Space Miner,9
71007-7,Lifeguard,7
71007-8,Prospector,7
71007-9,Jester,7
71008-0,LEGO Minifigures - Series 13 [Random Bag],0
71008-1,Classic King,9
71008-10,Evil Wizard,10
71008-11,Fencer,6
71008-12,Samurai,8
71008-13,Disco Diva,8
71008-14,Hot Dog Man,5
71008-15,Lady Cyclops,6
71008-16,Galaxy Trooper,8
71008-17,LEGO Minifigures Series 13 - Complete,16
71008-18,LEGO Minifigures Series 13 - Sealed Box,60
71008-2,Sheriff,8
71008-3,Unicorn Girl,7
71008-4,Snake Charmer,7
71008-5,Goblin,7
71008-6,Paleontologist,7
71008-7,Alien Trooper,6
71008-8,Egyptian Warrior,7
71008-9,Carpenter,7
71009-0,The Simpsons Series 2 {Random bag},0
71009-1,Homer,5
71009-10,Hans Moleman,5
71009-11,Selma,6
71009-12,Patty,6
71009-13,Groundskeeper Willie,5
71009-14,Edna Krabappel,7
71009-15,Smithers,6
71009-16,Dr Hibbert,5
71009-17,The Simpsons Series 2 - Complete,16
71009-18,The Simpsons Series 2 - Sealed Box,60
71009-2,Marge,10
71009-3,Lisa,6
71009-4,Maggie,4
71009-5,Bart,6
71009-6,Milhouse,6
71009-7,Comic Book Guy,6
71009-8,Martin,5
71009-9,Professor Frink,5
710-1,Wrecker with Car,91
71010-0,LEGO Minifigures - Series 14 {Random bag},0
71010-1,Wolf Guy,6
71010-10,Gargoyle,6
71010-11,Skeleton Guy,6
71010-12,Monster Rocker,6
71010-13,Zombie Businessman,7
71010-14,Banshee,5
71010-15,Square Foot,5
71010-16,Spider Lady,7
71010-17,LEGO Minifigures - Series 14 - Complete,0
71010-18,LEGO Minifigures - Series 14 - Sealed Box,0
71010-2,Zombie Pirate,7
71010-3,Monster Scientist,6
71010-4,Wacky Witch,8
71010-5,Plant Monster,7
71010-6,Fly Monster,5
71010-7, Spectre,7
71010-8,Zombie Cheerleader,7
71010-9,Tiger Woman,7
7101-1,Lightsaber Duel,52
71011-0,LEGO Minifigures - Series 15 {Random bag},0
71011-1,Farmer,7
71011-10,Ballerina,6
71011-11,Laser Mech,9
71011-12,Kendo Fighter,7
71011-13,Shark Suit Guy,5
71011-14,Wrestling Champion,6
71011-15,Jewel Thief,8
71011-16,Queen,8
71011-17,LEGO Minifigures - Series 15 - Complete,0
71011-18,LEGO Minifigures - Series 15 - Sealed Box,0
71011-2,Astronaut,9
71011-3,Frightening Knight,10
71011-4,Clumsy Guy,7
71011-5,Tribal Woman,8
71011-6,Flying Warrior,11
71011-7,Faun,6
71011-8,Animal Control Officer,7
71011-9,Janitor,7
71012-1,Stitch,4
71012-10,Donald Duck,6
71012-11,Minnie Mouse,6
71012-12,Mickey Mouse,4
71012-13,Mr. Incredible,6
71012-14,Syndrome,6
71012-15,Peter Pan,7
71012-16,Captain Hook,6
71012-17,Ursula,6
71012-18,Ariel,7
71012-19,LEGO Minifigures - Disney Series - Complete,0
71012-2,Alien,4
71012-3,Buzz Lightyear,8
71012-4,Aladdin,6
71012-5,Genie,7
71012-6,Maleficent,10
71012-7,Alice,8
71012-8,Cheshire Cat,5
71012-9,Daisy Duck,6
71013-1,Ice Queen,12
71013-10,Penguin Boy,7
71013-11,Rogue,7
71013-12,Dog Show Winner,7
71013-13,Mariachi,7
71013-14,Spy,9
71013-15,Banana Guy,5
71013-16,Babysitter,8
71013-17,LEGO Minifigures - Series 16 - Complete,0
71013-2,Desert Warrior,6
71013-3,Cyborg,8
71013-4,Cute Little Devil Set,10
71013-5,Spooky Boy,7
71013-6,Hiker,8
71013-7,Wildlife Photographer,8
71013-8,Kickboxer,6
71013-9,Scallywag Pirate,7
71014-1,Joachim Löw,6
71014-10,Toni Kroos (18),6
71014-11,Sami Khedira (6),6
71014-12,André Schürrle (9),6
71014-13,Marco Reus (21),6
71014-14,Christoph Kramer (20),6
71014-15,Mario Götze (19),6
71014-16,Max Kruse (23),6
71014-17,DFB Series - Complete,0
71014-2,Manuel Neuer (1),6
71014-3,Jérôme Boateng (17),6
71014-4,Mats Hummels (5),6
71014-5,Benedikt Höwedes (4),6
71014-6,Shkodran Mustafi (2),6
71014-7,Bastian Schweinsteiger (7),6
71014-8,Mesut Özil (8),6
71014-9,Thomas Müller (13),6
71016-1,The Kwik-E-Mart,2176
71017-1,Lobster-Lovin’ Batman™,7
71017-10,Pink Power Batgirl™,8
71017-11,Red Hood™,8
71017-12,The Eraser™,6
71017-13,Nurse Harley Quinn™,7
71017-14,Orca™,5
71017-15,Zodiac Master™,6
71017-16,Catman™,9
71017-17,March Harriet™,6
71017-18,The Calculator™,8
71017-19,King Tut™,7
71017-2,Glam Metal Batman™,8
71017-20,The Mime™,7
71017-21,The LEGO Batman Movie Series - Complete,0
71017-3,Fairy Batman™,8
71017-4,Clan of the Cave Batman™,7
71017-5,Vacation Batman™,8
71017-6,Barbara Gordon™,8
71017-7,Commissioner Gordon™,7
71017-8,The Joker™ – Arkham Asylum,6
71017-9,Dick Grayson™,7
71018-1,Professional Surfer,6
71018-10,Battle Dwarf,9
71018-11,Retro Spaceman,7
71018-12,Yuppie,8
71018-13,Rocket Boy,7
71018-14,Dance Instructor,7
71018-15,Elf-Girl,7
71018-16,Highwayman,9
71018-17,Minifigures - Series 17 - Complete 16 Sets,0
71018-18,LEGO Minifigures Series 17 - All Parts,116
71018-2,Circus Strong Man,6
71018-3,Gourmet Chef,7
71018-4,Corn Cob Guy,5
71018-5,Veterinarian,6
71018-6,Hot Dog Man,9
71018-7,Butterfly Girl,10
71018-8,Roman Gladiator,6
71018-9,Connoisseur,7
710-2,Lockable Storage Case,1
710-3,Universal Building Set,364
7103-1,Jedi Duel,82
71040-1,The Disney Castle,4060
7104-1,Desert Skiff,55
71042-1,Silent Mary,2286
710-6,Baseplate Assortment,10
7106-1,Droid Escape,45
7110-1,Landspeeder,49
711-1,Jeep CJ-5,58
7111-1,Droid Fighter,62
7113-1,Tusken Raider Encounter,93
7115-1,Gungan Patrol,79
7116-1,Tahu,19
71170-1,Starter Pack: PS3,265
7117-1,Gresh,19
71171-1,LEGO® DIMENSIONS™ PLAYSTATION® 4 Starter Pack,265
71172-1,LEGO® DIMENSIONS™ Xbox One Starter Pack,265
71173-1,LEGO® DIMENSIONS™ Xbox 360 Starter Pack,265
71174-1,LEGO® DIMENSIONS™ Wii U™ Starter Pack,265
7119-1,Twin-Pod Cloud Car,118
71200-1,Dimensions Starter Pack,265
71201-1,LEGO® DIMENSIONS™ Back to the Future™ Level Pack,94
71202-1,LEGO® DIMENSIONS™ The Simpsons™ Level Pack,96
71203-1,LEGO® DIMENSIONS™ Portal® 2 Level Pack,85
71204-1,LEGO® DIMENSIONS™ Doctor Who Level Pack,82
71205-1,LEGO® DIMENSIONS™ Jurassic World™ Team Pack,103
71206-1,LEGO® DIMENSIONS™ Scooby-Doo™ Team Pack,84
71207-1,LEGO® DIMENSIONS® NINJAGO™ Team Pack,98
71209-1,LEGO® DIMENSIONS™ Wonder Woman Fun Pack,41
712-1,Sea Plane,115
71210-1,LEGO® DIMENSIONS™ Cyborg™ Fun Pack,50
7121-1,Naboo Swamp,82
71211-1,LEGO® DIMENSIONS™ Bart Fun Pack,34
71212-1,LEGO® DIMENSIONS™ Fun Pack Emmet,55
71213-1,LEGO® DIMENSIONS™ Bad Cop Fun Pack,62
71214-1,LEGO® DIMENSIONS™ Benny Fun Pack ,46
71215-1,LEGO® DIMENSIONS™ Jay Fun Pack,48
71216-1,LEGO® DIMENSIONS™ Nya Fun Pack,59
71217-1,LEGO® DIMENSIONS™ Zane Fun Pack,46
71218-1,LEGO® DIMENSIONS™ Gollum Fun Pack,39
71219-1,LEGO® DIMENSIONS™ Legolas Fun Pack,36
71220-1,LEGO® DIMENSIONS™ Gimli Fun Pack,56
71221-1,LEGO® DIMENSIONS™ Wicked Witch™ Fun Pack,38
71222-1,LEGO® DIMENSIONS™ Laval Fun Pack,57
71223-1,LEGO® DIMENSIONS™ Cragger Fun Pack,45
71227-1,LEGO® DIMENSIONS® Krusty Fun Pack,38
71228-1,The Ghostbusters Level Pack,115
71229-1,DC Comics Team Pack,92
71230-1,Doc Brown Fun Pack,69
71231-1,LEGO® DIMENSIONS™ Unikitty Fun Pack,58
71232-1,LEGO® DIMENSIONS™ Eris Fun Pack,59
71233-1,Stay Puft Fun Pack,65
71234-1,Sensei Wu Fun Pack,58
71235-1,Midway Arcade™ Level Pack,96
71236-1,Superman™ Fun Pack,48
71237-1,Aquaman and Aqua Watercraft,43
71238-1,Cyberman Fun Pack,40
71239-1,Lloyd Fun Pack,56
71240-1,Bane™ Fun Pack,52
7124-1,Flash Speeder,107
71241-1,Slimer Fun Pack,33
71242-1,Ghostbusters Story Pack,258
71244-1,Sonic the Hedgehog™ Level Pack,101
71245-1,Adventure Time Level Pack,102
71246-1,Adventure Time Team Pack,96
71247-1,Harry Potter Team Pack,119
71248-1,Mission: Impossible™ Level Pack,76
71251-1,A-Team Fun Pack,73
71253-1,Fantastic Beasts and Where to Find Them™ Story Pack,261
71256-1,Gremlins™ Team Pack,94
71257-1,Tina Goldstein Fun Pack,51
71258-1,E.T. the Extra-Terrestrial™ Fun Pack,42
7126-1,Battle Droid Carrier,133
7127-1,Imperial AT-ST,107
7128-1,Speeder Bikes,93
71285-1,Marceline the Vampire Queen,60
71286-1,Michael Knight and K.I.T.T. Knight Ryder Fun Pack,54
71300-1,Uxar Creature of Jungle,87
7130-1,Snowspeeder,217
71301-1,Ketar Creature of Stone,78
71302-1,Akida Creature of Water,112
71303-1,Ikir Creature of Fire,72
71304-1,Terak Creature of Earth,55
71305-1,Lewa Uniter of Jungle,65
71306-1,Pohatu Uniter of Stone,85
71307-1,Gali Uniter of Water,72
71308-1,Tahu Uniter of Fire,132
71309-1,Onua Uniter of Earth,144
71310-1,Umarak the Hunter,150
7131-1,Anakin's Podracer,136
71311-1,Kopaka and Melum - Unity set,162
71312-1,Ekimu the Mask Maker,94
71313-1,Lava Beast,114
71314-1,Storm Beast,109
71315-1,Quake Beast,102
71316-1,Umarak the Destroyer,190
7133-1,Bounty Hunter Pursuit,254
71340-1,Supergirl (DC Comics Playstation 4),6
7134-1,A-wing Fighter,125
71342-1,Green Arrow,7
7135-1,Takanuva,21
7136-1,Skrall,21
7137-1,Piraka,15
7138-1,Rahkshi,18
7139-1,Ewok Attack,121
7140-1,X-wing Fighter,271
7141-1,Naboo Fighter,179
7142-1,X-wing Fighter (re-release of 7140),273
7143-1,Jedi Starfighter,139
7144-1,Slave I,166
7145-1,Von Nebula,156
7146-1,TIE Fighter,171
7147-1,Xplode,45
7148-1,Meltdown,49
7150-1,TIE Fighter & Y-wing,410
715-1,Basic Building Set,410
7151-1,Sith Infiltrator,244
7152-1,TIE Fighter & Y-wing (re-release of 7150),411
7153-1,Jango Fett's Slave I,360
7155-1,Trade Federation AAT,159
7156-1,Corroder,39
7157-1,Thunder,46
7158-1,Furno Bike,165
7159-1,Star Wars Podracing Bucket,292
7160-1,Drop Ship,393
7161-1,Gungan Sub,379
7162-1,Rotor,144
7163-1,Republic Gunship,697
7164-1,Preston Stormer,17
7165-1,Natalie Breez,19
7166-1,Imperial Shuttle,238
7167-1,William Furno,19
7168-1,Dunkan Bulk,17
7169-1,Mark Surge,19
7170-2,Jimi Stringer,17
7171-1,Mos Espa Podrace,913
7172-1,Apple,10
7173-1,Pear,10
7174-1,Banana,8
7175-1,Grapes,10
7176-1,Watermelon - Capespan Promotional,21
7177-1,Orange,8
7178-1,Chef,5
7179-1,Dunkan Bulk and Vapor,89
7180-1,B-wing at Rebel Control Center,346
7181-1,TIE Interceptor - UCS,702
7184-1,Trade Federation MTT,466
7186-1,Watto's Junkyard,449
7187-1,Escape from Dragon's Prison,185
7188-1,King's Carriage Ambush,286
7189-1,Mill Village Raid,667
7190-1,Millennium Falcon,671
7191-1,X-wing Fighter - UCS,1302
7194-1,Yoda,1076
7195-1,Ambush in Cairo,79
7196-1,Chauchilla Cemetery Battle,188
7197-1,Venice Canal Chase,420
7198-1,Fighter Plane Attack,383
7199-1,Temple of Doom,652
2-Jul,Universal Building Set,64
7200-1,Final Duel I,32
720-1,Basic Building Set,339
7201-1,Final Duel II,26
720-2,Train with 12V Electric Motor,357
7203-1,Jedi Defense I,59
7204-1,Jedi Defense II,53
7206-1,Fire Helicopter,341
7207-1,Fire Boat,305
7208-1,Fire Station,644
7209-1,Pteranodon,28
7210-1,Apatosaurus,33
721-1,Steam Locomotive,114
7212-1,Sky Squad,129
7213-1,Off-Road Fire Truck & Fireboat,387
7214-1,Sea Plane,119
7216-1,Gold Good Guy - looking Right (Duracell 8 pack AA) {Turaga Lhikan},22
7216-2,Gold Good Guy - looking Left (Duracell 12 pack AA) {Turaga Lhikan},22
7216-3,Gold Good Guy - looking Right (Duracell 12 pack AA) {Turaga Lhikan},22
7217-1,Braca (Duracell 12 pack AA battery promotion),16
7217-2,Braca (Duracell 8 pack AA battery promotion),16
7218-1,Orange Speedboat,26
7219-1,Dinosaur,34
7220-1,Snowman,19
722-1,Universal Building Set,302
7221-1,Robots,24
7221-2,Robots - ANA Promotion,23
722-2,12V Electric Train with 2 Wagons,151
7222-1,Small Red Helicopter (Polybag),28
7223-1,Yellow Truck (Polybag),34
7223-2,Yellow Truck (Box version) - ANA Promotion,36
7224-1,"Santa, Tree, and Present",34
723-1,Diesel Locomotive,95
723-2,Diesel Locomotive with DB Sticker,93
7235-1,"Police Motorcycle, Black Logo",28
7235-2,Police Motorcycle - Blue Sticker Version,28
7236-1,"Police Car, Black Logo",59
7236-2,Police Car - Blue Sticker Version,59
7237-1,Police Station [Lighted Figure],593
7237-2,Police Station [No Lighted Figure],606
7238-1,Fire Helicopter,75
7239-1,Fire Truck,215
7240-1,Fire Station,264
724-1,12V Diesel Locomotive with Crane and Tipper Wagon,150
7241-1,Fire Car,47
7242-1,Street Sweeper,64
7243-1,Construction Site,301
7244-1,Speedboat,107
7245-1,"Prisoner Transport, Black Logo",99
7245-2,Prisoner Transport - Blue Sticker Version,99
7246-1,Mini Digger,37
7248-1,Digger,128
7249-1,XXL Mobile Crane,525
7250-1,Clone Scout Walker,109
725-1,Basic Building Set,440
7251-1,Darth Vader Transformation,60
725-2,12V Freight Train and Track,310
7252-1,Droid Tri-Fighter,147
7255-1,General Grievous Chase,112
7256-1,Jedi Starfighter & Vulture Droid,202
7257-1,Ultimate Lightsaber Duel,278
7258-1,Wookiee Attack,368
7259-1,ARC-170 Starfighter,401
7260-1,Wookiee Catamaran,381
726-1,12V Western Train with 2 Wagons and Cowboys,287
7261-1,Clone Turbo Tank [Light-Up Mace Windu],803
7261-2,Clone Turbo Tank (with Non-Light-Up Mace Windu),814
7262-1,TIE Fighter and Y-wing (TRU exclusive re-release),415
7263-1,TIE Fighter,159
7264-1,Imperial Inspection,378
7266-1,Fireman,19
7267-1,Paramedic,13
7268-1,Crab,32
7269-1,Scorpion,37
7270-1,Bird,28
727-1,12V Locomotive,133
7271-1,Apple - Suntory Promotional,8
7272-1,Pear - Suntory Promotional,10
7274-1,Orange - Suntory Promotional,7
7275-1,Cherry - Suntory Promotional,11
7276-1,Mango - Suntory Promotional,6
7278-1,Melon - Suntory Promotional,8
7279-1,Police Minifigure Collection,57
7280-1,Straight & Crossroad Plates,2
7281-1,T-Junction & Curved Road Plates,2
7283-1,Ultimate Space Battle,540
7285-1,Police Dog Unit,95
7286-1,Prisoner Transport,173
7287-1,Police Boat,173
7288-1,Mobile Police Unit,407
7290-1,Pirates Polybag,5
7291-1,Street Rebel,196
7292-1,Propeller Adventures,244
7294-1,Dino Quad,39
7295-1,Dino Buggy Chaser,78
7296-1,Dino 4WD Trapper,282
7297-1,Dino Track Transport,351
7298-1,Dino Air Tracker,710
3-Jul,Basic Set,412
7300-1,Double Hover,21
730-1,Steam Shovel with Carrier,102
7301-1,Rover,29
730-2,Basic Building Set,432
7302-1,Worker Robot,30
7303-1,Jet Scooter,24
7305-1,Scarab Attack,44
7306-1,Golden Staff Guardians,70
7307-1,Flying Mummy Attack,124
7308-1,Double Hover,21
7309-1,Rover,29
7310-1,Mono Jet,34
7311-1,Red Planet Cruiser,73
7312-1,T3-Trike,99
73129-1,Four TECHNIC Shocks,4
7313-1,Red Planet Protector,193
7314-1,Recon-Mech RP,189
7315-1,Solar Explorer,249
7316-1,Excavation Searcher,467
7317-1,Aero Tube Hanger,716
7320-1,Vega,5
7321-1,Mizar,5
7322-1,Altair,5
7323-1,Guard,5
7324-1,Advent Calendar 2005 City,24
7324-10,Advent Calendar 2005 City (Day  9) Construction Worker,5
7324-11,Advent Calendar 2005 City (Day 10) Wheelbarrow,11
7324-12,Advent Calendar 2005 City (Day 11) Barricade,9
7324-13,Advent Calendar 2005 City (Day 12) Train Worker,6
7324-14,Advent Calendar 2005 City (Day 13) Crossing Gate,13
7324-15,Advent Calendar 2005 City (Day 14) Signal Post,11
7324-16,Advent Calendar 2005 City (Day 15) Mechanic,5
7324-17,Advent Calendar 2005 City (Day 16) Drill Press,11
7324-18,Advent Calendar 2005 City (Day 17) Oil Barrel & Hand Truck,7
7324-19,Advent Calendar 2005 City (Day 18) Man with Radio,5
7324-2,Advent Calendar 2005 City (Day  1) Fireman,5
7324-20,Advent Calendar 2005 City (Day 19) RC Car,8
7324-21,Advent Calendar 2005 City (Day 20) Skateboard & Helmet,4
7324-22,Advent Calendar 2005 City (Day 21) Pizza Chef,5
7324-23,Advent Calendar 2005 City (Day 22) Food Counter,6
7324-24,Advent Calendar 2005 City (Day 23) Pizza Oven,11
7324-25,Advent Calendar 2005 City (Day 24) Santa & Sled,23
7324-3,Advent Calendar 2005 City (Day  2) Fire Hydrant Hose Airtanks,10
7324-4,Advent Calendar 2005 City (Day  3) Rescue Bucket,7
7324-5,Advent Calendar 2005 City (Day  4) Policeman,5
7324-6,Advent Calendar 2005 City (Day  5) Police Dog & Barricade,8
7324-7,Advent Calendar 2005 City (Day  6) Criminal and Buzz Saw,5
7324-8,Advent Calendar 2005 City (Day  7) Safe,12
7324-9,Advent Calendar 2005 City (Day  8) Welding Tanks & Torch,12
7325-1,Cursed Cobra Statue,212
7326-1,Rise of the Sphinx,526
7327-1,Scorpion Pyramid,797
733-1,Universal Building Set,504
7335-1,Foundation Set - Blue Bucket,460
7336-1,Foundation Set - Red Bucket,427
7344-1,Dump Truck,187
7345-1,Transport Chopper,383
