set_num,name,num_parts
1292-1,Kabaya Promotional Set: White (Ice Explorer) RoboRider,33
1293-1,Kabaya Promotional Set: Yellow/Green (Swamp Craft) RoboRider,25
1294-1,Fire Helicopter,31
1295-1,Water Rider,30
1296-1,Land Scooper,30
1297-1,Speed Patroller,34
1298-1,Advent Calendar 1998 Classic Basic,24
1298-10,Advent Calendar 1998 Classic Basic (Day  9) Whale,9
1298-11,Advent Calendar 1998 Classic Basic (Day 10)  Steamboat,12
1298-12,Advent Calendar 1998 Classic Basic (Day 11) Boat,8
1298-13,Advent Calendar 1998 Classic Basic (Day 12) Airplane,12
1298-14,Advent Calendar 1998 Classic Basic (Day 13) Santa,5
1298-15,Advent Calendar 1998 Classic Basic (Day 14) Airplane,9
1298-16,Advent Calendar 1998 Classic Basic (Day 15) Green Elf,9
1298-17,Advent Calendar 1998 Classic Basic (Day 16) Boat,8
1298-18,Advent Calendar 1998 Classic Basic (Day 17) Mouse,9
1298-19,Advent Calendar 1998 Classic Basic (Day 18) Blue Elf,10
1298-2,Advent Calendar 1998 Classic Basic (Day  1)  Airplane,10
1298-20,Advent Calendar 1998 Classic Basic (Day 19) Boat,9
1298-21,Advent Calendar 1998 Classic Basic (Day 20) Helicopter,11
1298-22,Advent Calendar 1998 Classic Basic (Day 21) Red Elf,9
1298-23,Advent Calendar 1998 Classic Basic (Day 22) Police Boat,9
1298-24,Advent Calendar 1998 Classic Basic (Day 23) Truck,10
1298-25,Advent Calendar 1998 Classic Basic (Day 24) Airplane,10
1298-3,Advent Calendar 1998 Classic Basic (Day  2) Santa,5
1298-4,Advent Calendar 1998 Classic Basic (Day  3) Boat,9
1298-5,Advent Calendar 1998 Classic Basic (Day  4) Boat,10
1298-6,Advent Calendar 1998 Classic Basic (Day  5) Sailboat,10
1298-7,Advent Calendar 1998 Classic Basic (Day  6) Airplane,10
1298-8,Advent Calendar 1998 Classic Basic (Day  7) Helicopter,8
1298-9,Advent Calendar 1998 Classic Basic (Day  8) Airplane,9
1300-1,Lego Mosaik Set (Small),47
130-1,Wagon with Double Tippers,20
1306-1,VW Garage,45
1307-1,VW Auto Showroom,51
1308-1,Fire Station,109
1309-1,Church,150
13-1,Gray Space Elements,10
1310-1,ESSO Filling Station,96
131-1,Passenger Coach,66
1314-1,Stop bush / Small pulley,210
1315-1,Piston Rod,50
1316-1,Connector peg,150
1317-1,TECHNIC Chainlinks,350
1318-1,Gears Small,68
1319-1,Gears Large,22
13-2,Large Pre-School Basic Set,92
1320-1,Differential and Bevel Gears,32
132-1,Cottage,115
1321-1,Worm Gear and Racks,22
132-2,Port Crane and Flat Waggon,58
1322-1,"Pulleys, Tires, and Steering Wheels",32
1323-1,Hubs and Tyres,24
1324-1,Rubber Bands and String,101
1325-1,Assorted Spare Axles,68
1326-1,"Spare Axles, 12L",28
1327-1,Red/Black Plates,48
1328-1,Red/Black Plates,32
1329-1,Red/Black Plates,28
13-3,Train Motor Plate with Buffers,5
1330-1,Red/Black Plates,20
133-1,Locomotive (Push),81
1331-1,Red/Blue Bricks,88
1332-1,Red/Blue Beams,18
1333-1,Red/Blue Beams,20
1334-1,Motors (4.5V),2
1335-1,Battery Boxes (4.5v),2
1336-1,Pole Reverser Switches for Battery Box,2
1337-1,Connecting Leads,18
1338-1,Angles Swivels Turntables,72
1339-1,TECHNIC parts,20
1340-1,Weight Bricks,18
134-1,Mobile Crane and Waggon,55
1341-1,Building Plates Green,3
134-2,Service Station,84
1342-1,Electric Switches and Tiles,7
1343-1,Optosensors (4.5V) and Discs,4
1344-1,Light Bricks (4.5V),12
1345-1,"Pinions, Connectors, and Axles",52
1346-1,Touch Sensors,2
1347-1,Leads (4.5V) Spirals,42
1348-1,Base Plates Grey,3
1349-1,Steven Spielberg Moviemaker Set,447
135-1,Building Set,338
1351-1,Movie Backdrop Studio,211
1352-1,Explosion Studio,237
1353-1,Car Stunt Studio,168
1354-1,Dino Head Attack,95
1355-1,Temple of Gloom,58
1356-1,Stuntman Catapult,29
1357-1,Cameraman,21
1360-1,Director's Copter,22
136-1,Tanker Waggon (Shell),81
1361-1,Camera Car,20
1362-1,Air Boat,24
1363-1,Stunt Go-Cart,25
1370-1,Raptor Attack Studio,157
137-1,Hospital,104
1371-1,Spinosaurus Attack Studio,186
137-2,Passenger Sleeping Car,81
1374-1,Green Goblin,59
1376-1,Spider-Man Action Studio,249
1380-1,Werewolf Ambush,114
138-1,Electronic Train,107
1381-1,Vampire's Crypt,171
1382-1,Scary Laboratory,500
1383-1,Curse of the Pharaoh,52
1385-1,Clikits Bracelet Sample Set,13
1386-1,Clikits Bracelet Sample Set,13
1388-1,Huki [McDonald's Promo Set #1],8
1389-1,Onepu [McDonald's Promo Set #2],8
1390-1,Maku [McDonald's Promo Set #3],8
139-1,Electronic Control Unit (Forward/Backward - Stop),13
1391-1,Jala [McDonald's Promo Set #4],8
1392-1,Kongu [McDonald's Promo Set #5],8
1393-1,Matoro [McDonald's Promo Set #6],8
139A-1,Electronic Control Unit (Forward - Stop),13
140-1,Town Hall,135
140-2,Bricks'n Motor Set,96
14-1,Space Mini Figures,24
1411-1,Pirate's Treasure Hunt (Quaker Oats promo),35
1413-1,Rover,29
1414-1,Double Hover (Kabaya Promotional),21
1415-1,Jet Scooter,24
1416-1,Worker Robot,30
1417-1,Vakama,28
1417-2,Vakama (bagged),28
1418-1,Matau,25
1419-1,Nokama (Kabaya Promotional),27
1420-1,Nuju,29
1421-1,Director's Copter (Kabaya Promotional),22
1422-1,Camera Cart (Kabaya Promotional),20
1423-1,Air Boat (Kabaya Promotional),24
1424-1,Stunt Go-Kart (Kabaya Promotional),25
1425-1,Dash Jet Sub,23
1426-1,Cam Wing Diver,21
1427-1,Ogel Marine Slizer,21
1428-1,Small Soccer Set 1 (Kabaya Box),24
1428-2,Small Soccer Set 1 (Polybag),20
1429-1,Small Soccer Set 2 (Kabaya Box),19
1429-2,Small Soccer Set 2 (Polybag),19
14-3,Small house set,0
1430-1,Small Soccer Set 3 (Kabaya Box),12
1430-2,Small Soccer Set 3 (Polybag),13
1431-1,Tahnok Va (Kabaya Promotional),27
1432-1,Nuhvok Va (Kabaya Promotional),26
1433-1,Gahlok Va (Kabaya Promotional),26
1434-1,Lehvak Va (Kabaya Promotional),25
1435-1,Super Glider (Kabaya Promotional),7
1436-1,Ultralight Flyer (Kabaya Promotional),16
1437-1,Turbo Chopper (Kabaya Promotional),13
14-4,Train Motor Plate with Coupler,1
1441-1,Fikou (Tree-Spider),13
145-1,Building Set,412
146-1,Level Crossing,68
1461-1,Turbo Force,31
1462-1,Galactic Scout,23
1463-1,Treasure Cart,24
1464-1,Pirate Lookout,17
1467-1,Shell Race Car,46
1468-1,Shell Tanker,39
1469-1,Helicopter,39
1470-1,Shell Station,32
147-1,Refrigerated Car with Forklift,112
1472-1,Holiday Home,359
1474-1,Basic Building Set with Gift Item,69
1475-1,Airport Security Squad,128
1477-1,{Red Race Car Number 3},39
1478-1,Mobile Satellite Up-Link,31
1479-1,2-Pilot Craft,34
1480-1,King's Catapult,33
148-1,Central Station,292
1481-1,Desert Island,24
1484-1,Weetabix Town House,215
1489-1,Mobile Car Crane,175
1490-1,Town Bank,195
149-1,Fuel Refinery,340
1491-1,Dual Defender,49
1492-1,Battle Cove,27
1495-1,Basic Building Set Trial Size,26
1496-1,Rally Car,52
1497-1,Rally and Pitcrew Team,124
1498-1,Spy-Bot,63
1499-1,Twin Starfire,89
150-1,Straight Track,25
1506-1,Town Value Pack,2
1507-1,Space Value Pack,2
1509-1,Town Value Pack,2
15-1,Castle Mini Figures,38
1510-1,Space Value Pack,2
151-1,Curved Track,25
1512-1,Denken mit Lego (Thinking with Lego 250pcs),250
1512-2,Basic Set with Storage Case,103
1513-1,Denken mit Lego (Thinking with Lego 900pcs),901
1513-2,Basic Building Set Gift Item,71
1514-1,Basic Building Set Trial Size,46
1515-1,Town Value Pack,2
1516-1,Theater with Play-Scenes,21
1517-1,Race Car,32
1518-1,Race Car Repair,79
15-2,Large House Set,157
1520-1,Basic Set with Storage Case,215
1520-2,Town 2 for 1 Bonus Offer,2
152-1,Two Train Wagons,22
1521-1,Basic Building Set Trial Size,24
1522-1,Basic Building Set Trial Size,44
1523-1,Basic Set Trial Size,27
1524-1,Basic Set Trial Size,38
1525-1,Container Lorry,153
1526-1,Space Radar Buggy,105
1528-1,Dragster,29
153-1,Large Train Wagon,15
154-1,Switch Track - 1 Right and 1 Left,4
1544-1,Duplo Medium Bucket,57
1545-1,Build-A-Rabbit,29
1546-1,Airplane,31
1547-1,Black Knights Boat,58
1548-1,Stena Line Ferry,173
1549-1,Santa and Chimney,62
1550-1,Sterling Super Caravelle,49
155-1,"2 Cross Rails, 8 Straight Tracks, 4 Base Plates",14
1551-1,Chick,6
1551-2,Sterling Luggage Carrier,49
1552-1,Maersk Line Container Truck,377
1552-2,Sterling Boeing 727,45
1554-1,Silja Line Ferry,175
1555-1,Santa Claus,19
1555-2,Sterling Airways Biplane,44
1556-1,Christmas Hearts,10
1557-1,Scooter,26
1558-1,Mobile Command Trailer,68
1560-1,Glory Glider,26
1560-2,Lufthansa Boeing 727,44
1560-3,Crest Basic Building Set,27
156-1,2 Signals with Automatic Stop / Go Attachment,6
1561-1,Stunt Chopper,30
1561-2,Lufthansa Flight Crew,60
156-2,Straight Track,25
1562-1,Wave Jumper,25
1562-2,Basic Building Set,36
1562-3,Lufthansa Double-Decker,50
1563-1,Track Blaster,30
157-1,Curved Track,25
157-2,Automatic Direction Changer,7
1572-1,Super Tow Truck,79
157-3,Four Car Auto Transport,65
1575-1,Finnjet Ferry,507
1575-2,Basic Set with Board Game,240
1577-1,Medium Bucket,217
1580-1,Lunar Scout,70
1580-2,Silja Line Ferry,413
158-1,Railroad Crossing Gate,7
1581-1,Silja Line Ferry,181
1581-2,Delivery Truck,122
1584-1,Knights Challenge,168
1588-1,Basic Set,27
1589-1,Town Square,441
1589-2,TCS Breakdown Assistance,258
1590-2,ANWB Breakdown Assistance,262
159-1,"Crossover, Straight Rails",25
1591-1,Danone Truck,40
1592-1,Town Square - Castle Scene,495
1592-2,Town Square - Castle Scene (Dutch Version),495
1593-1,Super Model,314
1596-1,Ghostly Hideout,37
1597-1,Castle 3-Pack,3
1598-1,Basic Set,38
1599-1,Britannia Airways,102
160-1,Magnetic Couplings,6
1601-1,Conveyance,187
1602-1,Giraffe,16
1603-1,Trial Size Imagination,13
1604-1,Lion,17
1605-1,Snail,14
1606-1,Car,23
1607-1,Helicopter,26
1608-1,{Aeroplane},24
1609-1,Ship,31
16-1,Transparent Bricks,32
1610-1,Police Car,23
1610-2,Martinair Cessna,82
161-1,Battery Wagon with Signal and Direction - Changing,7
1611-1,Dune Buggy,21
1611-2,Martinair DC-9,63
1612-1,Race Car,30
1613-1,Basic Set in Bucket,375
1616-1,Space Combi-Pack,2
1617-1,Small Bucket,155
1619-1,Storage Bucket,260
1620-1,Astro Dart,30
1620-2,Factory,233
162-1,Locomotive without Motor,210
1621-1,Lunar MPV Vehicle,96
1624-1,King's Archer,22
1625-1,Snowman,40
1626-1,Angel,33
1627-1,Santa,36
1628-1,Santa on Sleigh with Reindeer,63
1630-1,Helicopter,27
163-1,Cargo Wagon,127
1631-1,Black Racer,23
1632-1,Motor Boat,28
1633-1,Loader Tractor,24
1636-1,Small Bucket,185
1637-1,Large Bucket,493
1638-1,Blue Bucket,444
1639-1,Large Bucket,673
164-1,Passenger Wagon,145
1642-1,"Lego Motion 3B, Sea Eagle",15
1642-2,"Lego Motion 3B, Sea Eagle - International version",15
1643-1,"Lego Motion 2B, Lightning Striker",16
1644-1,"Lego Motion 4A, Wind Whirler",17
1644-2,"Lego Motion 4A, Wind Whirler - International version",17
1645-1,"Lego Motion 1A, Gyro Bird",19
1646-1,"Lego Motion 3A, Land Laser",17
1646-2,"Lego Motion 3A, Land Laser - International version",17
1647-1,"Lego Motion 1B, Turbo Force",14
1648-1,"Lego Motion 2A, Swamp Stinger",16
1649-1,"Lego Motion 4B, Sea Skimmer",17
1649-2,"Lego Motion 4B, Sea Skimmer - International version",17
1650-1,Maersk Line [Promotional Container Ship],218
165-1,Cargo Station,267
1651-1,Basic Building Set Trial Size,30
1651-2,Maersk Line Container Truck,305
1652-1,Basic Set,44
1655-1,Viking Line Ferry,175
1656-1,Evacuation Team,244
1656-2,Viking Line Ferry,171
1658-1,Viking Line Ferry,201
1660-1,Kronprins Frederik Ferry,164
166-1,Flat Wagon,51
1661-2,Basic Building Set in Bucket,418
1662-1,Basic Building Set in Bucket,630
1663-1,Basic Building Set in Bucket,451
1665-1,Dual FX Racers,108
1666-1,Brick Vac,140
1668-1,Basic Building Set Trial Size,30
1670-1,Basic Building Set Trial Size,28
167-1,Loading Ramp and Car Transport Wagon,100
1675-1,LEGOLAND Triple Pack,3
1676-1,Basic Building Set,22
1677-1,Rabbit,25
1678-1,Basic Building Set Trial Size,49
1679-1,Basic Building Set,43
1680-1,Hay Cart with Smugglers,67
1682-1,Space Shuttle,419
1687-1,Midnight Transport,271
1688-1,Large Bucket for Her,216
1690-1,Helicopter,27
1693-1,Turbo Force,26
1694-1,Galactic Scout,23
1695-1,Treasure Chest,24
1696-1,Pirate Lookout,17
1698-1,Basic Building Set Trial Size,26
1699-1,Small Bucket,183
7-Jan,Basic Set,107
170-1,Push Along Play Train,87
1701-1,Basic Building Set Trial Size,26
1702-1,Fire Fighter 4 x 4,59
1703-1,Dalmatian Station Building Set,181
1704-1,Ice Planet Satellite Plough,47
1705-1,Large Dinosaur Bucket,327
1708-1,Large Bucket,665
1710-1,Snowmobile,24
171-1,Complete Train Set Without Motor,146
1711-1,Ice Planet Scooter,19
1712-1,Crossbow Cart,23
1713-1,Shipwrecked Pirate,23
1714-1,Surveillance Scooter,23
1715-1,Special Value,400
1715-2,Basic Bricks,400
1716-1,Starter Set with Building Plates,201
1719-1,Freestyle Bricks and Plates,199
1720-1,Cactus Canyon Value Pack,3
1721-1,Sandypoint Marina Value Pack,3
1722-1,Rescue / Ice Planet Combi Pack,2
1723-1,Castle / Pirates Combi Pack,2
1724-1,Bird,9
1725-1,Dinosaur,11
1726-1,Girl,7
1727-1,Horse,10
1728-1,Crystal Crawler,97
1729-1,Barnacle Bay Value Pack,3
1730-1,Snow Scooter,24
1731-1,Ice Planet Scooter,19
1732-1,Crossbow Cart,23
1733-1,Shipwrecked Pirate,23
1736-1,Wizard's Cart,18
1737-1,Scorpion Detector,195
1740-1,Kayak,16
1741-1,Car,36
1742-1,Van,81
1743-1,"Box of Standard Bricks, 5+",400
1745-1,"Box of Standard Bricks, 3+",404
1746-1,Wiz the Wizard,18
1747-1,Treasure Surprise,25
1749-1,Paravane,16
1750-1,Renault Formula 1 Racer,32
1752-1,Boat with Armour,21
1756-1,{Basic Promotional Set},8
1758-1,{Basic Promotional Set},7
1760-1,Go-Cart,21
1761-1,Paradisa Speedboat,21
1762-1,Go-Cart,21
1766-1,Small Freestyle Bucket,109
1767-1,{Basic Promotional Set},6
1768-1,{Basic Promotional Set},9
1769-1,Aircraft,23
1772-1,Airport Container Truck,79
1773-1,Airline Maintenance Vehicle with Trailer,108
1774-1,Aircraft,139
1775-1,Jet,161
1776-1,Large Bulk Bucket,950
1777-1,Sabah Promotional Set: Plane,10
1778-1,Sabah Promotional Set: Boat,9
1779-1,Sabah Promotional Set: Helicopter,10
1782-1,Discovery Station,329
1785-1,Introducing Crater Critters,146
1786-1,Jailbreak Joe,189
1787-1,Crater Cruiser,183
1788-1,Treasure Chest,165
1789-1,Star Hawk II,292
1790-1,Shark Fisherman,20
1791-1,Windsurfer & Van,70
1792-1,Pleasure Cruiser,65
1793-1,Space Station Zenon,351
1794-1,Dragon Master Chariot,36
1795-1,Imperial Cannon,37
1796-1,Freestyle Large Monster Bucket,653
1798-1,Building Table,3
8-Jan,Little House Set,67
180-1,Train with 5 Wagons and Circle of Track,220
1802-1,Tidy Treasure,25
1804-1,Crossbow Boat,21
1806-1,Underwater Scooter,16
1807-1,Santa Claus and Sleigh,17
1808-1,Light Aircraft and Ground Support,121
1809-1,Condor Promotional Airplane,29
181-1,"Complete Train Set with Motor, Signals and Switch",143
1815-1,Paradisa Lifeguard,38
1817-1,Sea Plane with Hut and Boat,134
1818-1,Aircraft and Ground Support Equipment and Vehicle,203
1819-1,Large Bucket,950
182-1,Train Set with Signal,368
1821-1,Rally Racers,195
1822-1,Sea Claw 7 / Neptune III,191
1823-1,Sabah Promotional Set: Yacht,10
1824-1,Flying Duck,17
1825-1,Racing Car,19
1826-1,Bird? Boat? Plane?,21
1827-1,Helicopter,20
1828-1,{Basic Promotional Set},7
183-1,Complete Train Set with Motor and Signal,186
1831-1,Maersk Line Container Lorry,206
1831-2,Maersk Sealand Container Lorry,206
1836-1,Freestyle Cat,9
1837-1,Freestyle Duck,11
1838-1,Freestyle Bird,18
1839-1,Freestyle Fish,21
1840-1,Freestyle Set,24
1841-1,Plane,15
1843-1,Space/Castle Value Pack,2
1843-2,Spyrius Fold-Wing Spacecraft,60
1843-3,Royal Knight's Catapult,46
1845-1,20th Anniversary Jackpot Bucket,717
1846-1,Freestyle Set,25
1847-1,Freestyle Set,33
1850-1,Freestyle Set,27
1853-1,Navigator,158
1854-1,House with Roof-Windows ( Velux ),152
1857-1,Basic Bricks,950
1858-1,Droid Scout,23
1859-1,Sabah Promotional Set: Aeroplane,9
1860-1,Freestyle Set,32
1863-1,Freestyle Trial Set,11
1865-1,Airliner,28
1867-1,Medium Bulk Bucket,400
1868-1,Freestyle Box,220
1869-1,South African Flag,80
1870-1,Freestyle Set,43
18703535-1,Hamster Play Time - Friends Magazine - Polish Edition,25
1871-1,Pirates Cannon,17
1872-1,Imperial Guard Camp,28
1873-1,Pirate Treasure,49
1874-1,Polly Pick-Up,141
1875-1,Meteor Monitor,32
1876-1,Soil Scooper,73
1877-1,Crusader's Cart,60
1878-1,Small Bucket,406
1879-1,Large Bucket,441
1880-1,XL Bucket,576
1881-1,Small Bucket,288
1882-1,Large Bucket,451
1884-1,Small Bucket,193
1885-1,XL Bucket,465
1887-1,Scout Patrol Ship,30
1888-1,Black Knights Guardshack,49
1889-1,Pirate's Treasure Hold,37
1890-1,Octan Racer,47
1891-1,Four Set Value Pack,4
1895-1,Sky Patrol,89
1896-1,Trauma Team,296
1898-1,Weetabix Dragster,27
1899-1,Weetabix Racer,24
190-1,Farm Set,526
1901-2,Mini Basic Set,36
1905-1,Mini Basic Set,36
1906-1,Majisto's Tower,196
1910-1,Promo Basic Set,88
1911-1,Basic Set,34
1912-1,"LEGO Building Set A, Car",20
1913-1,"LEGO Building Set B, Boat",27
1914-1,"LEGO Building Set C, Helicopter",20
1915-1,"LEGO Building Set D, Aircraft",20
1916-1,Starion Patrol,23
1917-1,King's Catapult,22
19-2,Locomotive Piston Assemblies,6
1920-1,Promo Basic Set,119
192-1,Policemen,86
1922-2,Basic Building Set,60
1923-1,Viking Line Ferry,184
1924-1,Motorcycle,103
1924-2,Viking Line Ferry,232
1929-1,Guardsman,13
1932-1,Basic Building Set + Storage Case,82
194-1,Family,94
1944-1,Basic Set with Storage Case,142
195-1,Airplane,89
1952-1,Dairy Tanker,128
1953-1,Mouse,14
1954-1,Surveillance Scooter,23
1954-2,Basic Set with Storage Case,141
1955-1,Color Line Ferry,244
1958-1,Windsurfer,21
1959-1,Ultra-Light,30
1960-2,Special Value 96 pieces (Canadian Set),104
196-1,Antique Car,115
1962-1,Basic Building Set,219
1963-1,Basic Set with Storage Case,221
1964-1,Basic Building Set,27
1965-1,Basic Building Set,38
1966-1,Car Repair Shop,300
1967-1,System Bonus Pack,5
1967-2,Town Value Pack,3
1968-1,Space Express,183
1969-1,Mini Robot,38
1969-2,Space Value Pack,3
1970-1,Pirate's Gun Cart,31
197-1,Farm Vehicle and Animals,120
1971-1,Black Knight's Battering Ram,36
1972-1,Go-Cart,98
1973-1,Emirates Airliner,138
1974-1,Legoland Triple Pack,3
1974-2,Flyercracker USA,74
1974-3,Smuggler's Hayride,50
1974-4,Star Quest,37
1976-1,Town 3-Pack,3
1977-1,Space Value Pack,3
1978-1,Build-A-Santa,39
1978-2,Town Value Pack,3
1979-1,Snowman,42
1979-2,Town Value Pack,3
1980-1,Santa's Elves,30
198-1,Cowboys,39
1983-1,Space Value Pack,3
1990-1,F1 Race Car,35
199-1,Scooter,41
1991-1,Racing Pickup,81
1992-1,Dragsters,103
1993-1,Race Value Pack,3
1994-1,Turtle Bucket with Motor,192
1995-1,Racer,15
1997-1,Town Value Pack,3
1998-1,Silja Line Ferry,375
1999-1,Space Value Pack,3
20001-1,BrickMaster,103
20002-1,Fire Truck,56
20003-1,Dinosaur,102
2000409-1,Window Exploration Bag,5200
20004-1,Jungle Cruiser,83
2000413-1,Connections Kit,2045
2000414-1,Starter Kit,239
2000415-1,Identity and Landscape Kit,1536
2000416-1,Duck,6
2000421-1,FLL Trophy Small,233
2000422-1,FLL Trophy Medium,267
2000423-1,FLL Trophy Large,437
2000424-1,Story Starter (Sample Set),96
2000430-1,Identity and Landscape Kit,2844
2000431-1,Connections Kit,2448
2000445-1,Crossing the River,14
2000446-1,"Building My SG - Reflect, Celebrate, Inspire",243
20005-1,Winged Rahi (Klakk),38
20006-1,Clone Turbo Tank - Mini,64
20007-1,Republic Attack Cruiser - Mini,84
20008-1,Tow Truck,79
20009-1,AT-TE Walker - Mini,94
200-1,Family,78
20010-1,Republic Gunship - Mini,94
20011-1,Garbage Truck,74
20012-1,Click,33
20013-1,Mini Neptune Carrier,63
20014-1,4 x 4 Dynamo,69
20015-1,Alligator,89
20016-1,Imperial Shuttle - Mini,70
20017-1,Dagger Trap,52
20018-1,AT-AT Walker - Mini,83
20019-1,Slave I,76
200-2,Building Ideas Book,0
20020-1,Mini Turbo Shredder,83
20021-1,Bounty Hunter Gunship - Mini,81
200-3,"LEGO Town Plan Board, Plastic",1
200-4,"LEGO Town Plan Board, Continental European Cardboard Version",1
200-5,"LEGO Town Plan Board, UK / Australian Cardboard Version",1
2008-1,Heart 2008,92
2009-2,Heart 2009,92
200A-1,LEGO Town Plan Wooden Board,1
200M-1,LEGO Town Plan Wooden Board,1
20-1,Universal Building Set,217
2010-1,Happy Holidays - The Christmas Game,139
2011-2,Lego Duck,91
20200-1,"MBA Level One - Kit 1, Space Designer",177
20201-1,"MBA Level One - Kit 2, Microbuild Designer",221
20202-1,"MBA Level One - Kit 3, Robot Designer",158
20203-1,"MBA Level Two - Kit 4, Flight Designer",145
20204-1,"MBA Level Two - Kit 5, Creature Designer",232
20205-1,MBA Level Two - Kit 6 Auto Designer,188
20206-1,"MBA Level Three - Kit 7, The Lost Village",229
20207-1,"MBA Level Three - Kit 8, The Forbidden Bridge",220
20208-1,"MBA Level Three - Kit 9, The Dark Lair",183
20214-1,MBA Adventure Designer (Kits 7 - 9 Redesign),3
20215-1,MBA Invention Designer (Kits 10 - 12),675
20216-1,MBA Robot & Micro Designer (Kits 2 - 3 Redesign),2
20217-1,MBA Action Designer (Kits 4 - 6 Redesign),3
2025-1,Boat,12
2027-1,Pen Pack Alpha,0
2032-1,Helicopter,18
2045-1,Car,17
2047-1,Plane,13
205-2,Universal Figure Set,118
2063-1,Stormer 2.0,31
2064-1,Air Ambulance,115
2065-1,Furno 2.0,30
2067-1,Evo 2.0,31
2068-1,Nex 2.0,31
2069-1,Boat,15
2070-1,Ring Me Rabbit,3
2075-1,Prop Plane,14
208-1,Mother with Baby Carriage,46
1-Feb,Extra Large Tires & Hubs,4
10-Feb,Mini-Wheel Model Maker No. 2,63
21000-1,Sears Tower,69
21000-2,Willis Tower,69
21001-1,John Hancock Center,69
21002-1,Empire State Building,77
